Name,Manufacturer,Availability,Quantity,Price,Images_link
Healthvit Activated Charcoal Instant Teeth Whitening Powder - 20g,Healthvit,TRUE,20,300,['https://cdn01.pharmeasy.in/dam/products_otc/L80998/healthvit-activated-charcoal-instant-teeth-whitening-powder-20g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Healthvit Activated Charcoal Teeth Whitening Toothpaste - Mint Flavour - 100g,Healthvit,TRUE,20,200,['https://cdn01.pharmeasy.in/dam/products_otc/R09577/healthvit-activated-charcoal-teeth-whitening-toothpaste-mint-flavour-100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Healthvit Biotin Hair Growth Shampoo - 200ml,Healthvit,TRUE,20,650,['https://cdn01.pharmeasy.in/dam/products_otc/V90688/healthvit-biotin-hair-growth-shampoo-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Healthvit E-vit Vitamin E Skin Oil For Skin Tone Lightening, 60ml (pack Of 3)",Healthvit,TRUE,20,300,['https://cdn01.pharmeasy.in/dam/products_otc/G63150/healthvit-e-vit-vitamin-e-skin-oil-for-skin-tone-lightening-60ml-pack-of-3-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Healthvit E-vitan Vitamin E Hair Oil (strengthen & Soft Hair) - 100ml,Healthvit,TRUE,20,200,['https://cdn01.pharmeasy.in/dam/products_otc/L18921/healthvit-e-vitan-vitamin-e-hair-oil-strengthen-soft-hair-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Healthvit Femyvit Women Multivitamins - 60 Tablets,Healthvit,TRUE,20,300,['https://cdn01.pharmeasy.in/dam/products_otc/G28496/healthvit-femyvit-women-multivitamins-60-tablets-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Healthvit Haironic-man Hair Growth Formula - 60 Tablets,Healthvit,TRUE,20,500,['https://cdn01.pharmeasy.in/dam/products_otc/M32053/healthvit-haironic-man-hair-growth-formula-60-tablets-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Herboglo Herbal Capsules For Acne/pimples & Radiant Glowing Skin Care (60),Essentium Phygen,TRUE,20,675,['https://cdn01.pharmeasy.in/dam/products_otc/I39525/herboglo-herbal-capsules-for-acne-pimples-radiant-glowing-skin-care-60-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Highgrow For Hair Growth Tablets - 10 Tablets (pack Of 3),West Coast,TRUE,20,570,['https://cdn01.pharmeasy.in/dam/products_otc/F76768/highgrow-for-hair-growth-tablets-10-tablets-pack-of-3-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hima Ashvagandha Tab 60's,HIMA ASHVAGANDHA,TRUE,20,150,['https://cdn01.pharmeasy.in/dam/products_otc/192968/hima-ashvagandha-tab-60s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Garnier Men Acno Fight Anti-pimple Facewash - 100gm,Garnier,TRUE,20,180,['https://cdn01.pharmeasy.in/dam/products_otc/H90413/garnier-men-acno-fight-anti-pimple-facewash-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Garnier Men Power White Anti-pollution Double Action Facewash - 100gm,Garnier,TRUE,20,180,['https://cdn01.pharmeasy.in/dam/products_otc/T53487/garnier-men-power-white-anti-pollution-double-action-facewash-100gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Garnier Skin Naturals Light Complete Duo Action Facewash - 100g,Garnier,TRUE,20,160,['https://cdn01.pharmeasy.in/dam/products_otc/Z46323/garnier-skin-naturals-light-complete-duo-action-facewash-100g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Garnier Skin Naturals, Charcoal, Face Serum Sheet Mask (black) - 28g",Garnier,TRUE,20,75,['https://cdn01.pharmeasy.in/dam/products_otc/Y86339/garnier-skin-naturals-charcoal-face-serum-sheet-mask-black-28g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Garnier Skin Naturals, Hydra Bomb, Face Serum Sheet Mask (blue) - 32g",Garnier,TRUE,20,99,['https://cdn01.pharmeasy.in/dam/products_otc/A51241/garnier-skin-naturals-hydra-bomb-face-serum-sheet-mask-blue-32g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Garnier Skin Naturals, Light Complete, Face Serum Sheet Mask (yellow) - 32g",Garnier,TRUE,20,99,['https://cdn01.pharmeasy.in/dam/products_otc/V08451/garnier-skin-naturals-light-complete-face-serum-sheet-mask-yellow-32g-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Garnier Skin Naturals, Micellar Cleansing Water - 400ml",Garnier,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/T02583/garnier-skin-naturals-micellar-cleansing-water-400ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Gaviscon Peppermint Liquid 150ml,GAVISCON,TRUE,20,122,['https://cdn01.pharmeasy.in/dam/products_otc/331770/gaviscon-peppermint-liquid-150ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Go365 Nutra Tablets - 30 Tablet,GO365,TRUE,20,431,['https://cdn01.pharmeasy.in/dam/products_otc/E87251/go365-nutra-tablets-30-tablet-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Go365 Ointment - 30 Gm,GO365,TRUE,20,75,['https://cdn01.pharmeasy.in/dam/products_otc/N09624/go365-ointment-30-gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u 10% Solution 60ml,Hair 4U,TRUE,20,895,['https://cdn01.pharmeasy.in/dam/products_otc/223934/hair-4u-10-solution-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u 5% Spray 60ml,Hair 4U,TRUE,20,700,['https://cdn01.pharmeasy.in/dam/products_otc/269322/hair-4u-5-spray-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u Conditioner 100 Gm,Hair 4U,TRUE,20,410,['https://cdn01.pharmeasy.in/dam/products_otc/270333/hair-4u-conditioner-100-gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u Cpx Anagain Serum 60 Ml,Hair 4U,TRUE,20,1450,['https://cdn01.pharmeasy.in/dam/products_otc/I00111/hair-4u-cpx-anagain-serum-60-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u F 5% Solution 60ml,Hair 4U,TRUE,20,674,['https://cdn01.pharmeasy.in/dam/products_otc/I01487/hair-4u-f-5-solution-60ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u F Lotion,Hair 4U,TRUE,20,674,['https://cdn01.pharmeasy.in/dam/products_otc/348029/hair-4u-f-lotion-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hair 4u Shampoo - 100ml,Hair 4U,TRUE,20,410,['https://cdn01.pharmeasy.in/dam/products_otc/269302/hair-4u-shampoo-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Haironic Hair Nourishing Vitalizer 100ml For Damaged Hair Pack Of 3,West Coast,TRUE,20,675,['https://cdn01.pharmeasy.in/dam/products_otc/W07212/haironic-hair-nourishing-vitalizer-100ml-for-damaged-hair-pack-of-3-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hansaplast Crepe Bandage - (10cm X 4m),Hansaplast,TRUE,20,270,['https://cdn01.pharmeasy.in/dam/products_otc/H65004/hansaplast-crepe-bandage-10cm-x-4m-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Hansaplast Crepe Bandage - (6cm X 4m),Hansaplast,TRUE,20,190,['https://cdn01.pharmeasy.in/dam/products_otc/F05498/hansaplast-crepe-bandage-6cm-x-4m-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Dettol Germ Protection Handwash Refill, Skincare- 175ml (pack Of 3)",Dettol,TRUE,20,134,['https://cdn01.pharmeasy.in/dam/products_otc/I40645/dettol-germ-protection-handwash-refill-skincare-175ml-pack-of-3-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Dettol Liquid Handwash Pump, Original- 200 Ml",Dettol,TRUE,20,79,['https://cdn01.pharmeasy.in/dam/products_otc/I07196/dettol-liquid-handwash-pump-original-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Dettol Liquid Handwash Refill, Original - 175 Ml",Dettol,TRUE,20,45,['https://cdn01.pharmeasy.in/dam/products_otc/I05052/dettol-liquid-handwash-refill-original-175-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Dettol Ph-balanced Liquid Handwash Pump, Sensitive- 200 Ml",Dettol,TRUE,20,79,['https://cdn01.pharmeasy.in/dam/products_otc/I40111/dettol-ph-balanced-liquid-handwash-pump-sensitive-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Dettol Ph-balanced Liquid Handwash Refill Jar, Skincare- 900 Ml",Dettol,TRUE,20,149,['https://cdn01.pharmeasy.in/dam/products_otc/I05065/dettol-ph-balanced-liquid-handwash-refill-jar-skincare-900-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Dettol Ph-balanced Liquid Handwash Refill Pouch, Skincare - 175 Ml",Dettol,TRUE,20,58,['https://cdn01.pharmeasy.in/dam/products_otc/I40119/dettol-ph-balanced-liquid-handwash-refill-pouch-skincare-175-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Fizz Lemon Sach,Digene,TRUE,20,8,['https://cdn01.pharmeasy.in/dam/products_otc/262270/digene-fizz-lemon-sach-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Gel Mint Flavour For Acidity & Gas Relief - 200ml,Digene,TRUE,20,115,['https://cdn01.pharmeasy.in/dam/products_otc/255390/digene-gel-mint-flavour-for-acidity-gas-relief-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Gel Mint Flavour For Acidity & Gas Relief - 450ml,Digene,TRUE,20,173,['https://cdn01.pharmeasy.in/dam/products_otc/275570/digene-gel-mint-flavour-for-acidity-gas-relief-450ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Gel Mixed Fruit Flavour For Acidity & Gas Relief - 200ml,Digene,TRUE,20,115,['https://cdn01.pharmeasy.in/dam/products_otc/I35832/digene-gel-mixed-fruit-flavour-for-acidity-gas-relief-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Gel Orange Flavour For Acidity & Gas Relief - 450ml,Digene,TRUE,20,180.21,['https://cdn01.pharmeasy.in/dam/products_otc/I36511/digene-gel-orange-flavour-for-acidity-gas-relief-450ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Sugar Free Orange Flavour Gel 200ml,Digene,TRUE,20,108.85,['https://cdn01.pharmeasy.in/dam/products_otc/I37215/digene-sugar-free-orange-flavour-gel-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Tablets Mixed Fruit For Acidity & Gas Relief - 15's,Digene,TRUE,20,18.15,['https://cdn01.pharmeasy.in/dam/products_otc/272033/digene-tablets-mixed-fruit-for-acidity-gas-relief-15s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digene Tablets Orange Flavour For Acidity & Gas Relief - 15's,Digene,TRUE,20,18.15,['https://cdn01.pharmeasy.in/dam/products_otc/280271/digene-tablets-orange-flavour-for-acidity-gas-relief-15s-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digeplex Drops - 15ml,DIGEPLEX,TRUE,20,72.59,['https://cdn01.pharmeasy.in/dam/products_otc/056900/digeplex-drops-15ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digeplex Sugar Free Liquid 100ml,DIGEPLEX,TRUE,20,75.34,['https://cdn01.pharmeasy.in/dam/products_otc/056920/digeplex-sugar-free-liquid-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Digeplex Sugar Free Liquid 200ml,DIGEPLEX,TRUE,20,119.89,['https://cdn01.pharmeasy.in/dam/products_otc/J74734/digeplex-sugar-free-liquid-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Eazol Antacid Syrup 200 Ml,Eazol,TRUE,20,99,['https://cdn01.pharmeasy.in/dam/products_otc/I41948/eazol-antacid-syrup-200-ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Elovera Cream 150gm,Elovera,TRUE,20,360,['https://cdn01.pharmeasy.in/dam/products_otc/065713/elovera-cream-150gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Elovera Cream 75gm,Elovera,TRUE,20,240,['https://cdn01.pharmeasy.in/dam/products_otc/241829/elovera-cream-75gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Natural Shampoo - 200ml & Conditioners - 200ml With Biotin, Protien, Bhringraj, Amla For Hair Fall And Shiny Hair, Sulphate And Sles Free",Mamaearth,TRUE,20,698,['https://cdn01.pharmeasy.in/dam/products_otc/E88025/mamaearth-natural-shampoo-200ml-conditioners-200ml-with-biotin-protien-bhringraj-amla-for-hair-fall-and-shiny-hair-sulphate-and-sles-free-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth No More Tangles Hair Conditioner - 200ml With Milk Protein, Fenugreek, Amla And Tea Tree. No Sulfates, No Silicones",Mamaearth,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/N72379/mamaearth-no-more-tangles-hair-conditioner-200ml-with-milk-protein-fenugreek-amla-and-tea-tree-no-sulfates-no-silicones-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Oil Free Moisturizer For Face With Apple Cider Vinegar For Acne Prone Skin - 80ml,Mamaearth,TRUE,20,299,['https://cdn01.pharmeasy.in/dam/products_otc/P66653/mamaearth-oil-free-moisturizer-for-face-with-apple-cider-vinegar-for-acne-prone-skin-80ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Onion Conditioner For Hair Growth & Hair Fall Control With Coconut Oil - 400ml,Mamaearth,TRUE,20,559,['https://cdn01.pharmeasy.in/dam/products_otc/V89236/mamaearth-onion-conditioner-for-hair-growth-hair-fall-control-with-coconut-oil-400ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Onion Hair Fall Shampoo For Hair Growth & Hair Fall Control, With Onion Oil & Plant Keratin - 250ml",Mamaearth,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/M34305/mamaearth-onion-hair-fall-shampoo-for-hair-growth-hair-fall-control-with-onion-oil-plant-keratin-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Onion Shampoo For Hair Growth & Hair Fall Control With Onion Oil & Plant Keratin - 400ml,Mamaearth,TRUE,20,559,['https://cdn01.pharmeasy.in/dam/products_otc/P44216/mamaearth-onion-shampoo-for-hair-growth-hair-fall-control-with-onion-oil-plant-keratin-400ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Progrowth Hair Fall Control Tonic - 100ml With Korean Red Ginseng, Milk Protein And Caffeine. No Alcohol",Mamaearth,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/E21837/mamaearth-progrowth-hair-fall-control-tonic-100ml-with-korean-red-ginseng-milk-protein-and-caffeine-no-alcohol-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Root Restore Hair Oil - 100ml With Bhringraj, Jojoba, Almond, Olive, Rosemary Oil And Vit. E",Mamaearth,TRUE,20,399,['https://cdn01.pharmeasy.in/dam/products_otc/K20262/mamaearth-root-restore-hair-oil-100ml-with-bhringraj-jojoba-almond-olive-rosemary-oil-and-vit-e-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Skin Lightening & Brightening Combo Ubtan Facemask, 100ml + Ubtan Facewash - 100ml With Turmeric & Saffron",Mamaearth,TRUE,20,748,['https://cdn01.pharmeasy.in/dam/products_otc/J98738/mamaearth-skin-lightening-brightening-combo-ubtan-facemask-100ml-ubtan-facewash-100ml-with-turmeric-saffron-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Skin Plump Serum For Face Glow, With Hyaluronic Acid & Rosehip Oil For Ageless Skin - 30ml",Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/D49580/mamaearth-skin-plump-serum-for-face-glow-with-hyaluronic-acid-rosehip-oil-for-ageless-skin-30ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Skin Repair Night Cream For Glowing Skin & Anti Ageing, With Collagen, Saffron & Daisy Flower - 50ml",Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/E69131/mamaearth-skin-repair-night-cream-for-glowing-skin-anti-ageing-with-collagen-saffron-daisy-flower-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Tea Tree Anti Dandruff Hair Kit Tea Tree Shampoo - 250ml And Tea Tree Conditioner - 250ml,Mamaearth,TRUE,20,698,['https://cdn01.pharmeasy.in/dam/products_otc/S29987/mamaearth-tea-tree-anti-dandruff-hair-kit-tea-tree-shampoo-250ml-and-tea-tree-conditioner-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Tea Tree Anti Dandruff Shampoo, With Tea Tree & Ginger Oil - 250ml",Mamaearth,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/S03700/mamaearth-tea-tree-anti-dandruff-shampoo-with-tea-tree-ginger-oil-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Tea Tree Natural Face Wash - 100ml For Acne & Pimples For Normal & Dry Skin,Mamaearth,TRUE,20,249,['https://cdn01.pharmeasy.in/dam/products_otc/B13652/mamaearth-tea-tree-natural-face-wash-100ml-for-acne-pimples-for-normal-dry-skin-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Tea Tree Natural Face Wash For Acne & Pimples - 100ml X 2,Mamaearth,TRUE,20,498,['https://cdn01.pharmeasy.in/dam/products_otc/A75915/mamaearth-tea-tree-natural-face-wash-for-acne-pimples-100ml-x-2-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Ubtan Natural Face Wash For Dry Skin With Turmeric & Saffron For Tan Removal And Skin Brightning - 100ml,Mamaearth,TRUE,20,249,['https://cdn01.pharmeasy.in/dam/products_otc/Y02862/mamaearth-ubtan-natural-face-wash-for-dry-skin-with-turmeric-saffron-for-tan-removal-and-skin-brightning-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Ubtan Natural Face Wash With Turmeric & Saffron 100ml X 2,Mamaearth,TRUE,20,498,['https://cdn01.pharmeasy.in/dam/products_otc/A28151/mamaearth-ubtan-natural-face-wash-with-turmeric-saffron-100ml-x-2-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Ultra Light Indian Sunscreen - 80ml,Mamaearth,TRUE,20,499,['https://cdn01.pharmeasy.in/dam/products_otc/Z57205/mamaearth-ultra-light-indian-sunscreen-80ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Under Eye Cream - 50ml,Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/B20635/mamaearth-under-eye-cream-50ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Maticlean Hair Shampoo 200ml,MATICLEAN,TRUE,20,340,['https://cdn01.pharmeasy.in/dam/products_otc/I05929/maticlean-hair-shampoo-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Lactobacil Plus Sachet 1gm,LACTOBACIL PLUS,TRUE,20,15,['https://cdn01.pharmeasy.in/dam/products_otc/201198/lactobacil-plus-sachet-1gm-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Liveasy Essential Guardian A95 Reusable Outdoor Protective Mask - Pack Of 3,LivEasy,TRUE,20,447,['https://cdn01.pharmeasy.in/dam/products_otc/T46477/liveasy-essential-guardian-a95-reusable-outdoor-protective-mask-pack-of-3-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth 's Onion Hair Mask With Onion & Organic Bamboo Vinegar - 200ml,Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/E07907/mamaearth-s-onion-hair-mask-with-onion-organic-bamboo-vinegar-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Anti Dandruff Conditioner, With Tea Tree & Ginger Oil, For Dandruff Free Hair - 250ml",Mamaearth,TRUE,20,349,['https://cdn01.pharmeasy.in/dam/products_otc/S56111/mamaearth-anti-dandruff-conditioner-with-tea-tree-ginger-oil-for-dandruff-free-hair-250ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Anti Dandruff Tea Tree Hair Mask With Tea Tree And Lemon Oil For Danrduff Control And Itch Treatement - 200ml,Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/K64265/mamaearth-anti-dandruff-tea-tree-hair-mask-with-tea-tree-and-lemon-oil-for-danrduff-control-and-itch-treatement-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Anti Hair Loss Kit (oil, Shampoo, Conditioner & Tonic)",Mamaearth,TRUE,20,999,['https://cdn01.pharmeasy.in/dam/products_otc/L58020/mamaearth-anti-hair-loss-kit-oil-shampoo-conditioner-tonic-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Argan Hairfall Control Mask - 200ml,Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/T01267/mamaearth-argan-hairfall-control-mask-200ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Body Creme For Stretch Marks And Scars - 100ml,Mamaearth,TRUE,20,500,['https://cdn01.pharmeasy.in/dam/products_otc/P99680/mamaearth-body-creme-for-stretch-marks-and-scars-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Bye Bye Blemishes Face Cream, For Pigmentation & Blemish Removal, With Mulberry Extract & Vitamin C - 30ml",Mamaearth,TRUE,20,449,['https://cdn01.pharmeasy.in/dam/products_otc/P82905/mamaearth-bye-bye-blemishes-face-cream-for-pigmentation-blemish-removal-with-mulberry-extract-vitamin-c-30ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Bye Bye Dark Circles, Under Eye Cream For Dark Circles, With Cucumber & Peptides - 20ml",Mamaearth,TRUE,20,399,['https://cdn01.pharmeasy.in/dam/products_otc/D80414/mamaearth-bye-bye-dark-circles-under-eye-cream-for-dark-circles-with-cucumber-peptides-20ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Charcoal Natural Face Wash For Oil Control And Pollution Defence - 100ml,Mamaearth,TRUE,20,249,['https://cdn01.pharmeasy.in/dam/products_otc/U84313/mamaearth-charcoal-natural-face-wash-for-oil-control-and-pollution-defence-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
Mamaearth Charcoal Natural Face Wash For Oil Control And Pollution Defence - 100ml (pack Of 2),Mamaearth,TRUE,20,498,['https://cdn01.pharmeasy.in/dam/products_otc/E47892/mamaearth-charcoal-natural-face-wash-for-oil-control-and-pollution-defence-100ml-pack-of-2-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
"Mamaearth Charcoal, Coffee And Clay Face Mask - 100ml",Mamaearth,TRUE,20,599,['https://cdn01.pharmeasy.in/dam/products_otc/J06214/mamaearth-charcoal-coffee-and-clay-face-mask-100ml-1.jpg?dim=300x0&f=jpg&dpr=1&q=60']
